timestamp,event,kind,key
2025-09-25T00:11:08.254962,press,char,g
2025-09-25T00:11:08.380482,press,special,Key.space
2025-09-25T00:11:08.982398,press,char,b
2025-09-25T00:11:09.194758,press,char,r
2025-09-25T00:11:09.270926,press,char,o
2025-09-25T00:11:09.489749,press,special,Key.enter
2025-09-25T00:11:49.911107,press,char,d
2025-09-25T00:11:50.099449,press,char,e
2025-09-25T00:11:50.249157,press,char,e
2025-09-25T00:11:50.384145,press,char,p
2025-09-25T00:11:50.651196,press,char,s
2025-09-25T00:11:50.847166,press,char,e
2025-09-25T00:11:51.019863,press,char,e
2025-09-25T00:11:51.159937,press,char,k
2025-09-25T00:11:51.414507,press,special,Key.enter
2025-09-25T00:12:16.392862,press,special,Key.ctrl_l
2025-09-25T00:12:16.808956,press,char,
2025-09-25T00:12:17.186107,press,special,Key.ctrl_l
2025-09-25T00:12:17.728548,press,char,
2025-09-25T00:12:21.526299,press,special,Key.ctrl_l
2025-09-25T00:12:21.857047,press,char,
2025-09-25T00:12:22.236439,press,special,Key.space
2025-09-25T00:12:22.493801,press,special,Key.space
2025-09-25T00:12:22.737539,press,special,Key.space
2025-09-25T00:12:23.372718,press,char,i
2025-09-25T00:12:23.512854,press,char,n
2025-09-25T00:12:23.624668,press,char,p
2025-09-25T00:12:24.212480,press,special,Key.backspace
2025-09-25T00:12:24.484860,press,special,Key.backspace
2025-09-25T00:12:25.224140,press,char,m
2025-09-25T00:12:25.451739,press,char,p
2025-09-25T00:12:25.672269,press,char,o
2025-09-25T00:12:25.830655,press,char,r
2025-09-25T00:12:26.101566,press,char,v
2025-09-25T00:12:26.295086,press,char,e
2025-09-25T00:12:26.418916,press,special,Key.space
2025-09-25T00:12:26.546086,press,char,t
2025-09-25T00:12:26.672742,press,char,h
2025-09-25T00:12:26.762141,press,char,e
2025-09-25T00:12:26.858873,press,special,Key.space
2025-09-25T00:12:27.053212,press,char,p
2025-09-25T00:12:27.112052,press,char,a
2025-09-25T00:12:27.300147,press,char,g
2025-09-25T00:12:27.395756,press,char,e
2025-09-25T00:12:27.496830,press,special,Key.space
2025-09-25T00:12:28.237053,press,char,r
2025-09-25T00:12:28.316733,press,char,e
2025-09-25T00:12:28.780830,press,char,l
2025-09-25T00:12:29.295671,press,char,a
2025-09-25T00:12:29.761099,press,special,Key.backspace
2025-09-25T00:12:29.954223,press,special,Key.backspace
2025-09-25T00:12:30.547089,press,char,a
2025-09-25T00:12:30.693779,press,char,l
2025-09-25T00:12:30.911505,press,char,i
2025-09-25T00:12:31.008375,press,char,s
2025-09-25T00:12:31.305068,press,char,t
2025-09-25T00:12:31.406575,press,char,i
2025-09-25T00:12:31.573062,press,char,c
2025-09-25T00:12:31.756393,press,special,Key.enter
2025-09-25T00:16:37.225187,press,char,f
2025-09-25T00:16:37.459281,press,char,g
2025-09-25T00:16:38.184779,press,char,f
2025-09-25T00:16:38.197674,press,char,d
2025-09-25T00:16:38.617076,press,char,e
2025-09-25T00:16:38.854197,press,char,e
2025-09-25T00:16:39.101499,press,char,r
2025-09-25T00:16:39.662238,press,char,w
2025-09-25T00:16:39.804131,press,char,e
2025-09-25T00:16:39.977603,press,char,t
2025-09-25T00:17:13.273781,press,special,Key.ctrl_l
2025-09-25T00:17:13.511488,press,char,
2025-09-25T00:17:13.854540,press,special,Key.ctrl_l
2025-09-25T00:17:15.440690,press,char,
2025-09-25T00:17:16.411642,press,special,Key.ctrl_l
2025-09-25T00:17:17.075879,press,char,
2025-09-25T00:17:27.930323,press,char,a
2025-09-25T00:17:28.109596,press,char,d
2025-09-25T00:17:28.456927,press,char,m
2025-09-25T00:17:28.662168,press,char,i
2025-09-25T00:17:28.887977,press,char,n
2025-09-25T00:17:30.920260,press,char,[
2025-09-25T00:17:31.390399,press,special,Key.backspace
2025-09-25T00:17:31.991212,press,char,p
2025-09-25T00:17:32.368127,press,char,a
2025-09-25T00:17:32.593483,press,char,s
2025-09-25T00:17:32.739112,press,char,s
2025-09-25T00:17:32.910364,press,char,w
2025-09-25T00:17:33.226428,press,char,o
2025-09-25T00:17:33.570431,press,char,r
2025-09-25T00:17:33.802731,press,char,d
2025-09-25T00:17:34.091730,press,char,1
2025-09-25T00:17:34.289588,press,char,2
2025-09-25T00:17:34.505050,press,char,3
2025-09-25T00:18:12.219201,press,char,1
2025-09-25T00:18:12.337900,press,char,2
2025-09-25T00:18:12.549862,press,char,3
2025-09-25T00:18:12.775653,press,char,4
2025-09-25T00:18:12.996876,press,char,5
2025-09-25T00:18:16.309782,press,char,3
2025-09-25T00:18:16.484956,press,char,4
2025-09-25T00:18:16.783460,press,char,5
2025-09-25T00:18:17.031927,press,char,6
2025-09-25T00:18:39.035677,press,special,Key.ctrl_l
2025-09-25T00:18:39.297076,press,char,
2025-09-25T00:18:39.597623,press,special,Key.ctrl_l
2025-09-25T00:18:40.071201,press,char,
2025-09-25T00:18:43.840081,press,special,Key.ctrl_l
2025-09-25T00:18:44.188532,press,char,
2025-09-25T00:18:44.589162,press,special,Key.space
2025-09-25T00:18:44.782018,press,special,Key.space
2025-09-25T00:18:44.961858,press,special,Key.space
2025-09-25T00:18:45.321642,press,char,u
2025-09-25T00:18:45.563154,press,char,p
2025-09-25T00:18:45.997664,press,char,d
2025-09-25T00:18:46.091268,press,char,a
2025-09-25T00:18:46.340382,press,char,t
2025-09-25T00:18:46.407789,press,char,e
2025-09-25T00:18:46.744206,press,special,Key.space
2025-09-25T00:18:54.712005,press,char,t
2025-09-25T00:18:54.798425,press,char,h
2025-09-25T00:18:55.019323,press,char,i
2025-09-25T00:18:55.287699,press,char,s
2025-09-25T00:18:55.496412,press,special,Key.space
2025-09-25T00:18:55.692981,press,char,a
2025-09-25T00:18:55.977286,press,char,n
2025-09-25T00:18:56.192702,press,char,d
2025-09-25T00:18:56.366000,press,special,Key.space
2025-09-25T00:18:57.158365,press,char,g
2025-09-25T00:18:57.426688,press,char,i
2025-09-25T00:18:57.736669,press,char,v
2025-09-25T00:18:57.895343,press,char,e
2025-09-25T00:18:58.066275,press,special,Key.space
2025-09-25T00:18:58.191776,press,char,r
2025-09-25T00:18:58.264683,press,char,e
2025-09-25T00:18:58.661668,press,char,p
2025-09-25T00:18:58.855644,press,char,l
2025-09-25T00:18:59.135601,press,char,y
2025-09-25T00:18:59.556503,press,char,a
2025-09-25T00:18:59.874652,press,char,l
2025-09-25T00:19:00.159516,press,char,s
2025-09-25T00:19:00.907297,press,special,Key.backspace
2025-09-25T00:19:01.075190,press,special,Key.backspace
2025-09-25T00:19:01.599190,press,special,Key.backspace
2025-09-25T00:19:01.984410,press,special,Key.space
2025-09-25T00:19:02.270414,press,char,a
2025-09-25T00:19:02.598018,press,char,k
2025-09-25T00:19:03.097491,press,special,Key.backspace
2025-09-25T00:19:03.877402,press,char,l
2025-09-25T00:19:04.163041,press,char,s
2025-09-25T00:19:04.421018,press,char,o
2025-09-25T00:19:04.614279,press,special,Key.space
2025-09-25T00:19:04.874500,press,char,r
2025-09-25T00:19:04.947197,press,char,e
2025-09-25T00:19:05.162129,press,char,a
2025-09-25T00:19:05.548726,press,char,l
2025-09-25T00:19:05.664910,press,char,i
2025-09-25T00:19:06.394586,press,char,s
2025-09-25T00:19:06.613720,press,char,t
2025-09-25T00:19:06.882305,press,char,i
2025-09-25T00:19:07.479056,press,char,c
2025-09-25T00:19:07.647082,press,char,a
2025-09-25T00:19:08.085707,press,char,l
2025-09-25T00:19:08.286283,press,char,l
2025-09-25T00:19:08.883001,press,char,y
2025-09-25T00:19:11.332125,press,special,Key.enter
2025-09-25T00:20:25.688750,press,char,j
2025-09-25T00:20:25.909542,press,char,j
2025-09-25T00:20:26.129517,press,char,j
2025-09-25T00:20:27.085201,press,char,t
2025-09-25T00:20:27.349963,press,char,y
2025-09-25T00:20:27.752607,press,char,f
2025-09-25T00:20:28.075969,press,char,g
2025-09-25T00:20:28.087362,press,char,h
2025-09-25T00:20:29.246963,press,char,f
2025-09-25T00:20:29.435367,press,char,g
2025-09-25T00:20:29.650610,press,char,h
2025-09-25T00:20:29.784256,press,char,j
2025-09-25T00:20:29.925349,press,char,r
2025-09-25T00:21:18.546248,press,char,a
2025-09-25T00:21:18.765583,press,char,d
2025-09-25T00:21:19.395075,press,char,m
2025-09-25T00:21:19.615909,press,char,i
2025-09-25T00:21:19.835224,press,char,n
2025-09-25T00:21:21.745169,press,char,p
2025-09-25T00:21:22.150336,press,char,a
2025-09-25T00:21:22.376631,press,char,s
2025-09-25T00:21:22.530365,press,char,s
2025-09-25T00:21:22.719164,press,char,w
2025-09-25T00:21:23.051614,press,char,o
2025-09-25T00:21:23.495612,press,char,r
2025-09-25T00:21:23.726651,press,char,d
2025-09-25T00:21:24.025570,press,char,1
2025-09-25T00:21:24.231297,press,char,2
2025-09-25T00:21:24.432347,press,char,3
2025-09-25T00:21:25.017121,press,special,Key.enter
2025-09-25T00:21:45.565155,press,char,1
2025-09-25T00:21:46.033631,press,char,0
2025-09-25T00:21:46.227549,press,char,0
2025-09-25T00:22:38.618231,press,special,Key.ctrl_l
2025-09-25T00:22:38.893749,press,char,
2025-09-25T00:22:39.192517,press,special,Key.ctrl_l
2025-09-25T00:22:39.600248,press,char,
2025-09-25T00:22:40.191555,press,special,Key.ctrl_l
2025-09-25T00:22:40.814134,press,char,
2025-09-25T00:22:50.131773,press,char,h
2025-09-25T00:22:50.568080,press,char,e
2025-09-25T00:22:50.879159,press,char,l
2025-09-25T00:22:51.035819,press,char,l
2025-09-25T00:22:51.237248,press,char,o
2025-09-25T00:22:51.721307,press,special,Key.enter
2025-09-25T00:22:58.305507,press,char,w
2025-09-25T00:22:58.532210,press,char,h
2025-09-25T00:22:58.715636,press,char,a
2025-09-25T00:22:58.862698,press,char,t
2025-09-25T00:22:59.064981,press,special,Key.space
2025-09-25T00:22:59.184487,press,char,a
2025-09-25T00:22:59.356225,press,char,r
2025-09-25T00:22:59.483260,press,char,e
2025-09-25T00:22:59.629029,press,special,Key.space
2025-09-25T00:23:00.159497,press,char,y
2025-09-25T00:23:00.410808,press,char,o
2025-09-25T00:23:00.614877,press,char,u
2025-09-25T00:23:00.795970,press,special,Key.space
2025-09-25T00:23:01.287566,press,char,d
2025-09-25T00:23:01.662038,press,char,o
2025-09-25T00:23:01.721238,press,char,i
2025-09-25T00:23:02.144667,press,char,n
2025-09-25T00:23:02.254553,press,char,g
2025-09-25T00:23:53.929245,press,char,m
2025-09-25T00:23:54.009062,press,char,y
2025-09-25T00:23:54.194626,press,special,Key.space
2025-09-25T00:23:54.477756,press,char,p
2025-09-25T00:23:54.556891,press,char,a
2025-09-25T00:23:54.782980,press,char,s
2025-09-25T00:23:54.947489,press,char,s
2025-09-25T00:23:55.127102,press,char,w
2025-09-25T00:23:55.265521,press,char,o
2025-09-25T00:23:55.362088,press,char,r
2025-09-25T00:23:55.565716,press,char,d
2025-09-25T00:23:55.662165,press,special,Key.space
2025-09-25T00:23:55.796784,press,char,i
2025-09-25T00:23:55.911619,press,char,s
2025-09-25T00:23:56.043324,press,special,Key.space
2025-09-25T00:23:56.828502,press,char,2
2025-09-25T00:23:56.995221,press,char,3
2025-09-25T00:23:57.271395,press,char,4
2025-09-25T00:23:57.473419,press,char,5
2025-09-25T00:23:57.678535,press,char,6
2025-09-25T00:23:57.915158,press,char,7
2025-09-25T00:23:58.134888,press,special,Key.enter
2025-09-25T00:24:48.592732,press,special,Key.ctrl_l
2025-09-25T00:24:48.809558,press,char,
2025-09-25T00:24:49.126791,press,special,Key.ctrl_l
2025-09-25T00:24:50.228253,press,char,
2025-09-25T00:24:55.271344,press,special,Key.ctrl_l
2025-09-25T00:24:55.526288,press,char,
2025-09-25T00:24:55.844550,press,special,Key.space
2025-09-25T00:24:56.037533,press,special,Key.space
2025-09-25T00:24:56.372633,press,char,u
2025-09-25T00:24:56.623330,press,char,p
2025-09-25T00:24:56.769703,press,char,d
2025-09-25T00:24:56.838874,press,char,a
2025-09-25T00:24:57.098901,press,char,t
2025-09-25T00:24:57.148682,press,char,e
2025-09-25T00:24:57.236109,press,special,Key.space
2025-09-25T00:24:57.392197,press,char,a
2025-09-25T00:24:57.506030,press,char,n
2025-09-25T00:24:57.616628,press,char,d
2025-09-25T00:24:57.699393,press,special,Key.space
2025-09-25T00:24:57.878680,press,char,m
2025-09-25T00:24:57.949918,press,char,a
2025-09-25T00:24:58.097341,press,char,k
2025-09-25T00:24:58.207229,press,char,e
2025-09-25T00:24:58.316342,press,special,Key.space
2025-09-25T00:24:58.933314,press,char,r
2025-09-25T00:24:58.987025,press,char,e
2025-09-25T00:24:59.208392,press,char,a
2025-09-25T00:24:59.333499,press,char,l
2025-09-25T00:24:59.564967,press,char,i
2025-09-25T00:24:59.677801,press,char,s
2025-09-25T00:24:59.960000,press,char,t
2025-09-25T00:25:00.066122,press,char,i
2025-09-25T00:25:00.233502,press,char,c
2025-09-25T00:25:00.316350,press,special,Key.space
2025-09-25T00:25:00.665916,press,char,t
2025-09-25T00:25:00.765982,press,char,h
2025-09-25T00:25:00.982629,press,char,i
2025-09-25T00:25:01.079574,press,char,s
2025-09-25T00:25:01.186091,press,special,Key.space
2025-09-25T00:25:01.817195,press,char,a
2025-09-25T00:25:02.048301,press,char,g
2025-09-25T00:25:02.150609,press,char,a
2025-09-25T00:25:02.237573,press,char,i
2025-09-25T00:25:02.471533,press,char,n
2025-09-25T00:25:02.584339,press,special,Key.enter
2025-09-25T00:29:50.361358,press,char,h
2025-09-25T00:29:50.571328,press,char,g
2025-09-25T00:29:50.584548,press,char,f
2025-09-25T00:29:50.678311,press,char,h
2025-09-25T00:29:50.797606,press,char,f
2025-09-25T00:29:50.927495,press,char,g
2025-09-25T00:29:50.999335,press,char,h
2025-09-25T00:29:51.030892,press,char,j
2025-09-25T00:29:51.075763,press,char,f
2025-09-25T00:29:51.162121,press,char,j
2025-09-25T00:29:51.294236,press,char,j
2025-09-25T00:29:51.332326,press,char,f
2025-09-25T00:29:51.396862,press,char,h
2025-09-25T00:36:10.690031,press,char,m
2025-09-25T00:36:11.032258,press,char,j
2025-09-25T00:36:11.167678,press,char,j
2025-09-25T00:36:11.317672,press,char,j
2025-09-25T00:36:11.847601,press,char,j
2025-09-25T00:36:12.088355,press,char,j
2025-09-25T00:36:12.256591,press,char,m
2025-09-25T00:36:12.303214,press,char,i
2025-09-25T00:36:12.467568,press,char,i
2025-09-25T00:38:07.850287,press,special,Key.ctrl_l
2025-09-25T00:38:08.062814,press,char,
2025-09-25T00:38:08.333454,press,special,Key.ctrl_l
2025-09-25T00:38:08.851131,press,char,
2025-09-25T00:38:09.265509,press,special,Key.ctrl_l
2025-09-25T00:38:09.830732,press,char,
2025-09-25T00:38:23.899469,press,char,h
2025-09-25T00:38:24.036797,press,char,e
2025-09-25T00:38:24.216128,press,char,l
2025-09-25T00:38:24.399365,press,char,l
2025-09-25T00:38:24.611389,press,char,o
2025-09-25T00:38:25.021373,press,special,Key.space
2025-09-25T00:38:26.514053,press,char,m
2025-09-25T00:38:26.688928,press,char,y
2025-09-25T00:38:26.862417,press,special,Key.space
2025-09-25T00:38:26.997810,press,char,n
2025-09-25T00:38:27.107901,press,char,a
2025-09-25T00:38:27.260573,press,char,m
2025-09-25T00:38:27.368248,press,char,e
2025-09-25T00:38:27.493930,press,special,Key.space
2025-09-25T00:38:28.029785,press,char,i
2025-09-25T00:38:28.136103,press,char,s
2025-09-25T00:38:28.292150,press,special,Key.space
2025-09-25T00:38:28.579153,press,char,a
2025-09-25T00:38:28.695811,press,char,m
2025-09-25T00:38:28.815439,press,char,a
2025-09-25T00:38:28.884750,press,char,n
2025-09-25T00:38:29.154796,press,special,Key.space
2025-09-25T00:38:29.428032,press,char,c
2025-09-25T00:38:29.556986,press,char,h
2025-09-25T00:38:29.646826,press,char,a
2025-09-25T00:38:29.782003,press,char,u
2025-09-25T00:38:29.979363,press,char,h
2025-09-25T00:38:30.096272,press,char,a
2025-09-25T00:38:30.193438,press,char,n
2025-09-25T00:39:02.932260,press,char,d
2025-09-25T00:39:03.158870,press,char,g
2025-09-25T00:39:03.177411,press,char,f
2025-09-25T00:39:03.284294,press,char,b
2025-09-25T00:39:05.065320,press,special,Key.ctrl_l
2025-09-25T00:39:05.273180,press,char,
2025-09-25T00:39:33.079030,press,char,h
2025-09-25T00:39:33.271856,press,char,e
2025-09-25T00:39:33.449222,press,char,l
2025-09-25T00:39:33.617395,press,char,l
2025-09-25T00:39:33.803413,press,char,o
2025-09-25T00:39:33.932239,press,special,Key.space
2025-09-25T00:39:34.379941,press,char,m
2025-09-25T00:39:34.606535,press,char,y
2025-09-25T00:39:34.773945,press,special,Key.space
2025-09-25T00:39:34.965335,press,char,n
2025-09-25T00:39:35.050244,press,char,a
2025-09-25T00:39:35.171925,press,char,m
2025-09-25T00:39:35.292667,press,char,e
2025-09-25T00:39:35.438778,press,special,Key.space
2025-09-25T00:39:35.554721,press,char,i
2025-09-25T00:39:35.662154,press,char,s
2025-09-25T00:39:35.780874,press,special,Key.space
2025-09-25T00:39:35.993381,press,char,a
2025-09-25T00:39:36.098103,press,char,m
2025-09-25T00:39:36.235983,press,char,a
2025-09-25T00:39:36.287924,press,char,n
2025-09-25T00:39:36.629117,press,special,Key.enter
2025-09-25T00:40:05.167379,press,char,a
2025-09-25T00:40:05.418816,press,char,d
2025-09-25T00:40:05.768058,press,char,m
2025-09-25T00:40:05.961544,press,char,i
2025-09-25T00:40:06.187259,press,char,n
2025-09-25T00:40:07.916642,press,char,p
2025-09-25T00:40:08.363970,press,char,a
2025-09-25T00:40:08.680706,press,char,s
2025-09-25T00:40:08.838226,press,char,s
2025-09-25T00:40:09.032933,press,char,w
2025-09-25T00:40:09.421370,press,char,o
2025-09-25T00:40:09.894662,press,char,r
2025-09-25T00:40:10.130005,press,char,d
2025-09-25T00:40:10.731548,press,char,1
2025-09-25T00:40:11.140156,press,char,2
2025-09-25T00:40:11.353287,press,char,3
2025-09-25T00:40:11.777429,press,special,Key.enter
2025-09-25T00:40:21.076941,press,char,s
2025-09-25T00:40:21.130305,press,char,d
2025-09-25T00:40:21.159403,press,char,f
2025-09-25T00:40:21.309439,press,char,g
2025-09-25T00:40:21.359773,press,char,s
2025-09-25T00:40:21.431091,press,char,d
2025-09-25T00:40:21.488668,press,char,g
2025-09-25T00:40:21.585086,press,char,d
2025-09-25T00:41:09.083535,press,char,h
2025-09-25T00:41:09.325872,press,char,e
2025-09-25T00:41:09.461701,press,char,l
2025-09-25T00:41:09.631455,press,char,l
2025-09-25T00:41:09.815132,press,char,o
2025-09-25T00:41:10.045327,press,special,Key.space
2025-09-25T00:41:10.361733,press,char,m
2025-09-25T00:41:10.694220,press,char,y
2025-09-25T00:41:10.968910,press,special,Key.space
2025-09-25T00:41:11.331445,press,char,m
2025-09-25T00:41:11.436272,press,char,a
2025-09-25T00:41:11.920405,press,special,Key.backspace
2025-09-25T00:41:12.118791,press,special,Key.backspace
2025-09-25T00:41:12.756970,press,special,Key.backspace
2025-09-25T00:41:12.965329,press,special,Key.backspace
2025-09-25T00:41:13.111128,press,special,Key.backspace
2025-09-25T00:41:13.666788,press,char,n
2025-09-25T00:41:13.754437,press,char,a
2025-09-25T00:41:13.904387,press,char,m
2025-09-25T00:41:14.000291,press,char,e
2025-09-25T00:41:15.197575,press,special,Key.space
2025-09-25T00:41:15.404338,press,char,i
2025-09-25T00:41:15.513673,press,char,s
2025-09-25T00:41:15.666919,press,special,Key.space
2025-09-25T00:43:19.682502,press,special,Key.ctrl_l
2025-09-25T00:43:20.025506,press,char,
